	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Lapis Mithril Band of the Faded Age	323		514		571										5989	4995											8			1879356951																																						Fingers	BeCaChGu	115		49	4	11			5,6	
Lapis Mithril Band of the Old Kingdom	323		457		762															6198						4447	8			1879356931																																						Fingers	BeCaChGu	115		49	4	11			5,6	
Lapis Mithril Ring of Mordor's Bane	330		563		939															6792						6092	12			1879361878																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of T3 DPS	345		743		867		371									5888											18			1879347722																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of T3 SUPPORT	345		669		1115															8066						7235	18			1879347658																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of the Abyss	337		613		1021															7386						6625	16			1879349688																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of the Ancients	300		391		456		195									4061											10			1879358214																																						Fingers	BeCaChGu	106		49	2	11			6,2	
Lapis Mithril Ring of the Expedition's Vanguard	330		626		730		313									5279											12			1879361785																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of the Fallen Kings	300		352		587															4245						3808	10			1879358149																																						Fingers	BeCaChGu	106		49	2	11			6,2	
Lapis Mithril Ring of the Last Alliance	326		535		892															6452						5788	10			1879348076																																						Fingers	BeCaChGu	112		49	2	11			6,2	
Lapis Mithril Ring of the Pathfinder's Artifice	333		649		758		324									5401											16			1879360263																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of the Towers	326		595		694		297									5117											10			1879348186																																						Fingers	BeCaChGu	112		49	2	11			6,2	
Lapis Mithril Ring of the Vanguard's Bearing	333		584		974															7047						6321	16			1879360261																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Ring of the Wyrm	337		681		794		340									5563											16			1879349497																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Silver Band of the Alliance Renewed	323			571	762		285													6198							10			1879354022																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Band of the Doomfold	323			571	666		228									5827											10			1879354030																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Band of the Faded Age	323			514	571										5989	4995											8			1879356857																																						Fingers	BuHuWa	115		49	4	11			5,6	
Lapis Silver Band of the Old Kingdom	323			514	666		228													6198							8			1879356881																																						Fingers	BuHuWa	115		49	4	11			5,6	
Lapis Silver Ear Cuff of Mordor's Bane	330				730	626								3790				5928									12			1879361771																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of T3 DPS	345				867	743											6870									5788	18			1879347720																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of T3 SUPPORT	345				867	743								4501				6612									18			1879347705																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Abyss	337				794	681								4122				6247									16			1879349848																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Alliance Renewed	323				666	571								3458				5609									10			1879354029																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Ancients	300				456	391											4738									3046	10			1879358168																																						Ears	LoMiRu	106		49	2	5			6,2	
Lapis Silver Ear Cuff of the Doomfold	323				666	571											5827									4447	10			1879354019																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Expedition's Vanguard	330				730	626											6159									4874	12			1879361795																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Faded Age	323				571	514											4995									4447	8			1879356856																																						Ears	LoMiRu	115		49	4	5			5,6	
Lapis Silver Ear Cuff of the Fallen Kings	300				456	391								2369				4560									10			1879358113																																						Ears	LoMiRu	106		49	2	5			6,2	
Lapis Silver Ear Cuff of the Last Alliance	326				694	595								3601				5746									10			1879348049																																						Ears	LoMiRu	112		49	2	5			6,2	
Lapis Silver Ear Cuff of the Old Kingdom	323				571	514	342											5609									8			1879356959																																						Ears	LoMiRu	115		49	4	5			5,6	
Lapis Silver Ear Cuff of the Pathfinder's Artifice	333				758	649											6301									5057	16			1879360264																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Towers	326				694	595											5969									4630	10			1879348207																																						Ears	LoMiRu	112		49	2	5			6,2	
Lapis Silver Ear Cuff of the Vanguard's Bearing	333				758	649								3932				6065									16			1879360255																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ear Cuff of the Wyrm	337				794	681											6491									5300	16			1879349541																																						Ears	LoMiRu	115		49	2	5			6,2	
Lapis Silver Ring of Mordor's Bane	330			626	835		313													6792							12			1879361859																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of T3 DPS	345			743	867		297									6870											18			1879347654																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of T3 SUPPORT	345			743	991		371													8066							18			1879347627																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of the Abyss	337			681	908		340													7386							16			1879349612																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of the Ancients	300			391	456		156									4738											10			1879358099																																						Fingers	BuHuWa	106		49	2	11			6,2	
Lapis Silver Ring of the Expedition's Vanguard	330			626	730		250									6159											12			1879361763																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of the Fallen Kings	300			391	522		195													4245							10			1879358195																																						Fingers	BuHuWa	106		49	2	11			6,2	
Lapis Silver Ring of the Last Alliance	326			595	793		297													6452							10			1879348121																																						Fingers	BuHuWa	112		49	2	11			6,2	
Lapis Silver Ring of the Pathfinder's Artifice	333			649	758		259									6301											16			1879360251																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of the Towers	326			595	694		238									5969											10			1879348073																																						Fingers	BuHuWa	112		49	2	11			6,2	
Lapis Silver Ring of the Vanguard's Bearing	333			649	866		324													7047							16			1879360232																																						Fingers	BuHuWa	115		49	2	11			6,2	
Lapis Silver Ring of the Wyrm	337			681	794		272									6491											16			1879349846																																						Fingers	BuHuWa	115		49	2	11			6,2	
Leggings of Osgiliath's Fury	315	7394			424	1017	254	1682																						1879357317																																						Legs	Lo			15	3	0	512		7	
Leggings of the Ancients	300	6570	352		391		234									2707											8			1879358373																																						Legs	Be	106		15	4	3			5,6	
Leggings of the Ancients	300	6570		352	391		234									2707											8			1879358333																																						Legs	BuHuWa	106		15	4	3			5,6	
Leggings of the Faded Age	323	9592	514		571		342									3330											8			1879356948																																						Legs	Be	115		15	4	3			5,6	
Leggings of the Faded Age	323	9592		514	571		342									3330											8			1879356911																																						Legs	BuHuWa	115		15	4	3			5,6	
Leggings of the Fallen Kings	300	6570		352	456															3396				3807			8			1879358348																																						Legs	BuHuWa	106		15	4	3			5,6	
Leggings of the Fallen Kings	300	6570	352		456															3396				3807			8			1879358334																																						Legs	Be	106		15	4	3			5,6	
Leggings of the Last Alliance	326	9986		535	694															5162				5787			8			1879347950																																						Legs	BuHuWa	112		15	4	3			5,6	
Leggings of the Last Alliance	326	9986	535		694															5162				5787			8			1879347878																																						Legs	Be	112		15	4	3			5,6	
Leggings of the Old Kingdom	323	9592		514	666															4958				5558			8			1879356956																																						Legs	BuHuWa	115		15	4	3			5,6	
Leggings of the Old Kingdom	323	9592	514		666															4958				5558			8			1879356900																																						Legs	Be	115		15	4	3			5,6	
Leggings of the Osgiliath Animal-friend	315	7394			424	1017	254	1682																						1879357261																																						Legs	Lo			15	3	0	512		7	
Leggings of the Osgiliath Berserker	315	9243	1017		424		254	1682																						1879357416																																						Legs	Ch			15	3	13	16		7	
